title,url,first_author,authors,year,publisher,cited_by,query
Longitudinal multiple sclerosis lesion segmentation: resource and challenge,https://www.sciencedirect.com/science/article/pii/S1053811916307819,A Carass,"A Carass, S Roy, A Jog, JL Cuzzocreo, E Magrath…",2017,Elsevier,296,multiple sclerosis segmentation dataset
Exploring uncertainty measures in deep networks for multiple sclerosis lesion detection and segmentation,https://www.sciencedirect.com/science/article/pii/S1361841519300994,T Nair,"T Nair, D Precup, DL Arnold, T Arbel",2020,Elsevier,415,multiple sclerosis segmentation dataset
An efficient multiple sclerosis segmentation and detection system using neural networks,https://www.sciencedirect.com/science/article/pii/S0045790617334377,MH Alshayeji,"MH Alshayeji, MA Al ,Rousan, H Ellethy",2018,Elsevier,17,multiple sclerosis segmentation dataset
SynergyNet: a fusion framework for multiple sclerosis brain MRI segmentation with local refinement,https://ieeexplore.ieee.org/abstract/document/9098610/,YS Vang,"YS Vang, Y Cao, PD Chang, DS Chow…",2020,ieeexplore.ieee.org,12,multiple sclerosis segmentation dataset
Multi-view longitudinal CNN for multiple sclerosis lesion segmentation,https://www.sciencedirect.com/science/article/pii/S0952197617301252,A Birenbaum,"A Birenbaum, H Greenspan",2017,Elsevier,78,multiple sclerosis segmentation dataset
Deep‐learning‐based neural tissue segmentation of MRI in multiple sclerosis: effect of training set size,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.26959,PA Narayana,"PA Narayana, I Coronado, SJ Sujit…",2020,Wiley Online Library,33,multiple sclerosis segmentation dataset
Segmentation of multiple sclerosis lesions in MR images: a review,https://link.springer.com/article/10.1007/s00234-011-0886-7,D Mortazavi,"D Mortazavi, AZ Kouzani, H Soltanian ,Zadeh",2012,Springer,179,multiple sclerosis segmentation dataset
DeepLesionBrain: Towards a broader deep-learning generalization for multiple sclerosis lesion segmentation,https://www.sciencedirect.com/science/article/pii/S1361841521003571,RA Kamraoui,"RA Kamraoui, VT Ta, T Tourdias, B Mansencal…",2022,Elsevier,28,multiple sclerosis segmentation dataset
Brain MRI dataset of multiple sclerosis with consensus manual lesion segmentation and patient meta information,https://www.sciencedirect.com/science/article/pii/S235234092200347X,AM Muslim,"AM Muslim, S Mashohor, G Al Gawwam, R Mahmud…",2022,Elsevier,3,multiple sclerosis segmentation dataset
Multiple sclerosis lesion detection in multimodal MRI using simple clustering-based segmentation and classification,https://www.sciencedirect.com/science/article/pii/S2352914820305591,O Cetin,"O Cetin, V Seymen, U Sakoglu",2020,Elsevier,13,multiple sclerosis segmentation dataset
Multiple sclerosis lesion segmentation with tiramisu and 2.5 d stacked slices,https://link.springer.com/chapter/10.1007/978-3-030-32248-9_38,H Zhang,"H Zhang, AM Valcarcel, R Bakshi, R Chu…",2019,Springer,69,multiple sclerosis segmentation dataset
Multiple sclerosis lesions segmentation using attention-based CNNs in FLAIR images,https://ieeexplore.ieee.org/abstract/document/9766141/,M Sadeghibakhi,"M Sadeghibakhi, H Pourreza…",2022,ieeexplore.ieee.org,11,multiple sclerosis segmentation dataset
Review of advanced computational approaches on multiple sclerosis segmentation and classification,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-spr.2019.0543,M Shanmuganathan,"M Shanmuganathan, S Almutairi…",2020,Wiley Online Library,42,multiple sclerosis segmentation dataset
Automated segmentation of multiple sclerosis lesions based on convolutional neural networks,https://www.tandfonline.com/doi/abs/10.1080/21681163.2022.2129454,N Haj Messaoud,"N Haj Messaoud, A Mansour, M Aissi…",2023,Taylor & Francis,2,multiple sclerosis segmentation dataset
BIANCA‐MS: An optimized tool for automated multiple sclerosis lesion segmentation,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.26424,G Gentile,"G Gentile, M Jenkinson, L Griffanti…",2023,Wiley Online Library,0,multiple sclerosis segmentation dataset
Review of deep learning approaches for the segmentation of multiple sclerosis lesions on brain MRI,https://www.frontiersin.org/articles/10.3389/fninf.2020.610967/full,C Zeng,"C Zeng, L Gu, Z Liu, S Zhao",2020,frontiersin.org,60,multiple sclerosis segmentation dataset
Survey of automated multiple sclerosis lesion segmentation techniques on magnetic resonance imaging,https://www.sciencedirect.com/science/article/pii/S0895611118303227,A Danelakis,"A Danelakis, T Theoharis, DA Verganelakis",2018,Elsevier,99,multiple sclerosis segmentation dataset
One-shot domain adaptation in multiple sclerosis lesion segmentation using convolutional neural networks,https://www.sciencedirect.com/science/article/pii/S2213158218303863,S Valverde,"S Valverde, M Salem, M Cabezas, D Pareto…",2019,Elsevier,131,multiple sclerosis segmentation dataset
Simultaneous lesion and neuroanatomy segmentation in multiple sclerosis using deep neural networks,https://arxiv.org/abs/1901.07419,R McKinley,"R McKinley, R Wepfer, F Aschwanden…",2019,arxiv.org,13,multiple sclerosis segmentation dataset
A self-adaptive network for multiple sclerosis lesion segmentation from multi-contrast MRI with various imaging sequences,https://ieeexplore.ieee.org/abstract/document/8759522/,Y Feng,"Y Feng, H Pan, C Meyer, X Feng",2019,ieeexplore.ieee.org,20,multiple sclerosis segmentation dataset
A dense U-Net architecture for multiple sclerosis lesion segmentation,https://ieeexplore.ieee.org/abstract/document/8929615/,A Kumar,"A Kumar, ON Murthy, P Ghosal… , TENCON 2019",2019,ieeexplore.ieee.org,12,multiple sclerosis segmentation dataset
Automated segmentation of multiple sclerosis lesions using multi-dimensional gated recurrent units,https://link.springer.com/chapter/10.1007/978-3-319-75238-9_3,S Andermatt,"S Andermatt, S Pezold, PC Cattin",2018,Springer,62,multiple sclerosis segmentation dataset
Automatic multiple sclerosis lesion segmentation using hybrid artificial neural networks,https://www.academia.edu/download/82864905/MSSEG_Challenge_Proceedings.pdf#page=38,A Mahbod,"A Mahbod, C Wang, O Smedby",2016,academia.edu,10,multiple sclerosis segmentation dataset
Longitudinal multiple sclerosis lesion segmentation data resource,https://www.sciencedirect.com/science/article/pii/S2352340917301361,A Carass,"A Carass, S Roy, A Jog, JL Cuzzocreo, E Magrath…",2017,Elsevier,38,multiple sclerosis segmentation dataset
Segmentation of multiple sclerosis lesions using support vector machines,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/5032/0000/Segmentation-of-multiple-sclerosis-lesions-using-support-vector-machines/10.1117/12.481377.short,RJ Ferrari,"RJ Ferrari, X Wei, Y Zhang, JN Scott…",2003,spiedigitallibrary.org,22,multiple sclerosis segmentation dataset
Recent advances in the longitudinal segmentation of multiple sclerosis lesions on magnetic resonance imaging: a review,https://link.springer.com/article/10.1007/s00234-022-03019-3,M Diaz ,"M Diaz ,Hurtado, E Martínez ,Heras, E Solana…",2022,Springer,10,multiple sclerosis segmentation dataset
Multiple Sclerosis Lesion Segmentation using Improved Convolutional Neural Networks.,https://pdfs.semanticscholar.org/6850/d76164552fd0ee95ce3045acc1922f4124bb.pdf,E Kazancli,"E Kazancli, V Prchkovska…",2018,pdfs.semanticscholar.org,16,multiple sclerosis segmentation dataset
An efficient algorithm for multiple sclerosis lesion segmentation from brain MRI,https://link.springer.com/chapter/10.1007/978-3-540-45210-2_49,R Cárdenes,"R Cárdenes, SK Warfield, EM Macías…",2003,Springer,23,multiple sclerosis segmentation dataset
Learning a CNN on multiple sclerosis lesion segmentation with self-supervision,https://hal.science/hal-02378210/,A Fenneteau,"A Fenneteau, P Bourdon, D Helbert…",2020,hal.science,11,multiple sclerosis segmentation dataset
Automated segmentation of multiple sclerosis lesions by model outlier detection,https://ieeexplore.ieee.org/abstract/document/938237/,K Van Leemput,"K Van Leemput, F Maes…",2001,ieeexplore.ieee.org,646,multiple sclerosis segmentation dataset
An effective method for computerized prediction and segmentation of multiple sclerosis lesions in brain MRI,https://www.sciencedirect.com/science/article/pii/S016926071631450X,S Roy,"S Roy, D Bhattacharyya, SK Bandyopadhyay…",2017,Elsevier,41,multiple sclerosis segmentation dataset
Automatic segmentation of gadolinium-enhancing lesions in multiple sclerosis using deep learning from clinical MRI,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255939,S Gaj,"S Gaj, D Ontaneda, K Nakamura",2021,journals.plos.org,12,multiple sclerosis segmentation dataset
Multiple sclerosis lesion activity segmentation with attention-guided two-path CNNs,https://www.sciencedirect.com/science/article/pii/S0895611120300732,N Gessert,"N Gessert, J Krüger, R Opfer, AC Ostwaldt…",2020,Elsevier,40,multiple sclerosis segmentation dataset
Segmentation of multiple sclerosis lesions in intensity corrected multispectral MRI,https://ieeexplore.ieee.org/abstract/document/491417/,B Johnston,"B Johnston, MS Atkins, B Mackiewich…",1996,ieeexplore.ieee.org,388,multiple sclerosis segmentation dataset
Deep learning corpus callosum segmentation as a neurodegenerative marker in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/jon.12838,M Platten,"M Platten, I Brusini, O Andersson…",2021,Wiley Online Library,16,multiple sclerosis segmentation dataset
A contrast-adaptive method for simultaneous whole-brain and lesion segmentation in multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S1053811920309563,S Cerri,"S Cerri, O Puonti, DS Meier, J Wuerfel, M Mühlau…",2021,Elsevier,65,multiple sclerosis segmentation dataset
Multiple sclerosis lesion synthesis in MRI using an encoder-decoder U-NET,https://ieeexplore.ieee.org/abstract/document/8645628/,M Salem,"M Salem, S Valverde, M Cabezas, D Pareto…",2019,ieeexplore.ieee.org,52,multiple sclerosis segmentation dataset
Deep learning segmentation of gadolinium-enhancing lesions in multiple sclerosis,https://journals.sagepub.com/doi/abs/10.1177/1352458520921364,I Coronado,"I Coronado, RE Gabr…",2021,journals.sagepub.com,26,multiple sclerosis segmentation dataset
Semantic instance segmentation with a discriminative loss function,https://arxiv.org/abs/1708.02551,B De Brabandere,"B De Brabandere, D Neven, L Van Gool",2017,arxiv.org,504,segmentation loss function
Tversky loss function for image segmentation using 3D fully convolutional deep networks,https://link.springer.com/chapter/10.1007/978-3-319-67389-9_44,SSM Salehi,"SSM Salehi, D Erdogmus, A Gholipour",2017,Springer,846,segmentation loss function
Learning a loss function for segmentation: A feasibility study,https://ieeexplore.ieee.org/abstract/document/9098557/,JH Moltz,"JH Moltz, A Hänsch, B Lassen ,Schmidt…",2020,ieeexplore.ieee.org,16,segmentation loss function
A novel focal tversky loss function with improved attention u-net for lesion segmentation,https://ieeexplore.ieee.org/abstract/document/8759329/,N Abraham,"N Abraham, NM Khan",2019,ieeexplore.ieee.org,778,segmentation loss function
Inverseform: A loss function for structured boundary-aware segmentation,http://openaccess.thecvf.com/content/CVPR2021/html/Borse_InverseForm_A_Loss_Function_for_Structured_Boundary-Aware_Segmentation_CVPR_2021_paper.html,S Borse,"S Borse, Y Wang, Y Zhang…",2021,openaccess.thecvf.com,85,segmentation loss function
A survey of loss functions for semantic segmentation,https://ieeexplore.ieee.org/abstract/document/9277638/,S Jadon,S Jadon,2020,ieeexplore.ieee.org,904,segmentation loss function
Mumford–Shah loss functional for image segmentation with deep learning,https://ieeexplore.ieee.org/abstract/document/8851405/,B Kim,"B Kim, JC Ye",2019,ieeexplore.ieee.org,107,segmentation loss function
Loss odyssey in medical image segmentation,https://www.sciencedirect.com/science/article/pii/S1361841521000815,J Ma,"J Ma, J Chen, M Ng, R Huang, Y Li, C Li, X Yang…",2021,Elsevier,349,segmentation loss function
clDice-a novel topology-preserving loss function for tubular structure segmentation,http://openaccess.thecvf.com/content/CVPR2021/html/Shit_clDice_-_A_Novel_Topology-Preserving_Loss_Function_for_Tubular_Structure_CVPR_2021_paper.html,S Shit,"S Shit, JC Paetzold, A Sekuboyina…",2021,openaccess.thecvf.com,152,segmentation loss function
A topological loss function for deep-learning based image segmentation using persistent homology,https://ieeexplore.ieee.org/abstract/document/9186664/,JR Clough,"JR Clough, N Byrne, I Oksuz, VA Zimmer…",2020,ieeexplore.ieee.org,188,segmentation loss function
An elastic interaction-based loss function for medical image segmentation,https://link.springer.com/chapter/10.1007/978-3-030-59722-1_73,Y Lan,"Y Lan, Y Xiang, L Zhang",2020,Springer,15,segmentation loss function
CoLe-CNN: Context-learning convolutional neural network with adaptive loss function for lung nodule segmentation,https://www.sciencedirect.com/science/article/pii/S0169260720316254,G Pezzano,"G Pezzano, VR Ripoll, P Radeva",2021,Elsevier,46,segmentation loss function
Generalised dice overlap as a deep learning loss function for highly unbalanced segmentations,https://link.springer.com/chapter/10.1007/978-3-319-67558-9_28,CH Sudre,"CH Sudre, W Li, T Vercauteren, S Ourselin…",2017,Springer,2157,segmentation loss function
Boundary loss for highly unbalanced segmentation,https://proceedings.mlr.press/v102/kervadec19a.html,H Kervadec,"H Kervadec, J Bouchtiba, C Desrosiers…",2019,proceedings.mlr.press,444,segmentation loss function
Retinal vessel segmentation of color fundus images using multiscale convolutional neural network with an improved cross-entropy loss function,https://www.sciencedirect.com/science/article/pii/S0925231218305423,K Hu,"K Hu, Z Zhang, X Niu, Y Zhang, C Cao, F Xiao, X Gao",2018,Elsevier,303,segmentation loss function
Liver semantic segmentation algorithm based on improved deep adversarial networks in combination of weighted loss function on abdominal CT images,https://ieeexplore.ieee.org/abstract/document/8764548/,K Xia,"K Xia, H Yin, P Qian, Y Jiang, S Wang",2019,ieeexplore.ieee.org,119,segmentation loss function
Improving deep pancreas segmentation in CT and MRI images via recurrent neural contextual learning and direct loss function,https://arxiv.org/abs/1707.04912,J Cai,"J Cai, L Lu, Y Xie, F Xing, L Yang",2017,arxiv.org,167,segmentation loss function
Segmentation loss odyssey,https://arxiv.org/abs/2005.13449,J Ma,J Ma,2020,arxiv.org,39,segmentation loss function
clDice—A novel connectivity-preserving loss function for vessel segmentation,https://profs.etsmtl.ca/hlombaert/public/medneurips2019/27_CameraReadySubmission_cl_dice_neurips_med.pdf,JC Paetzold,"JC Paetzold, S Shit, I Ezhov, G Tetteh…",2019,profs.etsmtl.ca,11,segmentation loss function
A robust interclass and intraclass loss function for deep learning based tongue segmentation,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5849,Y Cai,"Y Cai, T Wang, W Liu, Z Luo",2020,Wiley Online Library,19,segmentation loss function
Addressing the class imbalance problem in medical image segmentation via accelerated tversky loss function,https://link.springer.com/chapter/10.1007/978-3-030-75768-7_31,N Nasalwai,"N Nasalwai, NS Punn, SK Sonbhadra… , Pacific",2021,Springer,11,segmentation loss function
Neighborloss: a loss function considering spatial correlation for semantic segmentation of remote sensing image,https://ieeexplore.ieee.org/abstract/document/9437182/,W Yuan,"W Yuan, W Xu",2021,ieeexplore.ieee.org,18,segmentation loss function
DV-Net: Accurate liver vessel segmentation via dense connection model with D-BCE loss function,https://www.sciencedirect.com/science/article/pii/S0950705121007334,J Su,"J Su, Z Liu, J Zhang, VS Sheng, Y Song, Y Zhu… , Knowledge",2021,Elsevier,38,segmentation loss function
Cnn in ct image segmentation: Beyond loss function for exploiting ground truth images,https://ieeexplore.ieee.org/abstract/document/9098488/,Y Song,"Y Song, Z Yu, T Zhou, JYC Teoh, B Lei…",2020,ieeexplore.ieee.org,24,segmentation loss function
3d instance embedding learning with a structure-aware loss function for point cloud segmentation,https://ieeexplore.ieee.org/abstract/document/9126193/,Z Liang,"Z Liang, M Yang, H Li, C Wang",2020,ieeexplore.ieee.org,54,segmentation loss function
X-net with different loss functions for cell image segmentation,https://openaccess.thecvf.com/content/CVPR2021W/CVMI/html/Fujii_X-Net_With_Different_Loss_Functions_for_Cell_Image_Segmentation_CVPRW_2021_paper.html,H Fujii,"H Fujii, H Tanaka, M Ikeuchi…",2021,openaccess.thecvf.com,15,segmentation loss function
On the influence of Dice loss function in multi-class organ segmentation of abdominal CT using 3D fully convolutional networks,https://arxiv.org/abs/1801.05912,C Shen,"C Shen, HR Roth, H Oda, M Oda, Y Hayashi…",2018,arxiv.org,48,segmentation loss function
"Assessing the impact of the loss function, architecture and image type for Deep Learning-based wildfire segmentation",https://www.mdpi.com/2076-3417/11/15/7046,JF Ciprian ,"JF Ciprian ,Sanchez, G Ochoa ,Ruiz, L Rossi…",2021,mdpi.com,11,segmentation loss function
Learning active contour models for medical image segmentation,http://openaccess.thecvf.com/content_CVPR_2019/html/Chen_Learning_Active_Contour_Models_for_Medical_Image_Segmentation_CVPR_2019_paper.html,X Chen,"X Chen, BM Williams…",2019,openaccess.thecvf.com,295,segmentation loss function
Automatic liver segmentation using 3D convolutional neural networks with a hybrid loss function,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.14732,M Tan,"M Tan, F Wu, D Kong, X Mao",2021,Wiley Online Library,11,segmentation loss function
ALL-Net: Anatomical information lesion-wise loss function integrated into neural network for multiple sclerosis lesion segmentation,https://www.sciencedirect.com/science/article/pii/S2213158221002989,H Zhang,"H Zhang, J Zhang, C Li, EM Sweeney…",2021,Elsevier,22,segmentation loss function
Boundary loss for remote sensing imagery semantic segmentation,https://link.springer.com/chapter/10.1007/978-3-030-22808-8_38,A Bokhovkin,"A Bokhovkin, E Burnaev",2019,Springer,92,segmentation loss function
CNN-based semantic segmentation using level set loss,https://ieeexplore.ieee.org/abstract/document/8658668/,Y Kim,"Y Kim, S Kim, T Kim, C Kim",2019,ieeexplore.ieee.org,65,segmentation loss function
Heterogeneous data fusion and loss function design for tooth point cloud segmentation,https://link.springer.com/article/10.1007/s00521-022-07379-y,D Liu,"D Liu, Y Tian, Y Zhang, J Gelernter, X Wang",2022,Springer,11,segmentation loss function
Stroke lesion segmentation with 2D novel CNN pipeline and novel loss function,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_25,P Liu,P Liu,2019,Springer,26,segmentation loss function
Eigenloss: combined PCA-based loss function for polyp segmentation,https://www.mdpi.com/2227-7390/8/8/1316,LF Sánchez ,"LF Sánchez ,Peralta, A Picón, JA Antequera ,Barroso…",2020,mdpi.com,14,segmentation loss function
High-level prior-based loss functions for medical image segmentation: A survey,https://www.sciencedirect.com/science/article/pii/S1077314221000928,R El Jurdi,"R El Jurdi, C Petitjean, P Honeine, V Cheplygina…",2021,Elsevier,73,segmentation loss function
Transfer learning through weighted loss function and group normalization for vessel segmentation from retinal images,https://ieeexplore.ieee.org/abstract/document/9412378/,A Sarhan,"A Sarhan, J Rokne, R Alhajj…",2021,ieeexplore.ieee.org,15,segmentation loss function
Simultaneous arteriole and venule segmentation with domain-specific loss function on a new public database,https://opg.optica.org/abstract.cfm?uri=boe-9-7-3153,X Xu,"X Xu, R Wang, P Lv, B Gao, C Li, Z Tian…",2018,opg.optica.org,43,segmentation loss function
Utilizing transfer learning and a customized loss function for optic disc segmentation from retinal images,http://openaccess.thecvf.com/content/ACCV2020/html/Sarhan_Utilizing_Transfer_Learning_and_a_Customized_Loss_Function_for_Optic_ACCV_2020_paper.html,A Sarhan,"A Sarhan, A Al ,Khaz'Aly, A Gorner…",2020,openaccess.thecvf.com,10,segmentation loss function
