title,link,citation,summary,resource_title,file_format
Open-source dataset reveals relationship between walking bout duration and fall risk classification performance in persons with multiple sclerosis,https://journals.plos.org/digitalhealth/article?id=10.1371/journal.pdig.0000120,5,"BM Meyer, LJ Tulipani, RD Gurchiek, DA Allen… - PLOS digital …, 2022 - journals.plos.org",plos.org,HTML
Disentangling Human Error from Ground Truth in Segmentation of Medical Images,https://proceedings.neurips.cc/paper/2020/file/b5d17ed2b502da15aa727af0d51508d6-Paper.pdf?ref=https://githubhelp.com,6,"L Zhang, R Tanno, MC Xu, C Jin… - Advances in …, 2020 - proceedings.neurips.cc",neurips.cc,PDF
A novel approach of transcriptomic microrna analysis using text mining methods: an early detection of multiple sclerosis disease,https://ieeexplore.ieee.org/abstract/document/9525372/,6,"NM Ali, M Shaheen, MS Mabrouk, MA Aborizka - IEEE Access, 2021 - ieeexplore.ieee.org",ieee.org,PDF
Automatic brain tumor segmentation by exploring the multi-modality complementary information and cascaded 3D lightweight CNNs,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_3,21,"J Ma, X Yang - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Automatic segmentation of the thalamus using a massively trained 3D convolutional neural network: higher sensitivity for the detection of reduced thalamus …,https://link.springer.com/article/10.1007/s00330-022-09170-y,7,"R Opfer, J Krüger, L Spies, AC Ostwaldt, HH Kitzler… - European …, 2023 - Springer",springer.com,HTML
Brain tumor segmentation on multimodal mr imaging using multi-level upsampling in decoder,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_15,19,"Y Hu, X Liu, X Wen, C Niu, Y Xia - … Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Machine learning studies on major brain diseases: 5-year trends of 2014–2018,https://link.springer.com/article/10.1007/s11604-018-0794-4,120,"K Sakai, K Yamada - Japanese journal of radiology, 2019 - Springer",,
3D-ESPNet with pyramidal refinement for volumetric brain tumor image segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_22,76,"N Nuechterlein, S Mehta - … , Multiple Sclerosis, Stroke and Traumatic Brain …, 2019 - Springer",researchgate.net,PDF
Volumetric segmentation of the corpus callosum: Training a deep learning model on diffusion MRI,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12088/120880N/Volumetric-segmentation-of-the-corpus-callosum--training-a-deep/10.1117/12.2606233.short,4,"J Rodrigues, G Pinheiro, D Carmo… - … Symposium on Medical …, 2021 - spiedigitallibrary.org",,
Imaging characteristics of choroid plexuses in presymptomatic multiple sclerosis: a retrospective study,https://www.neurology.org/doi/abs/10.1212/NXI.0000000000200026,12,"VAG Ricigliano, C Louapre, E Poirion… - Neurology …, 2022 - AAN Enterprises",neurology.org,HTML
Multi-scale masked 3-D U-net for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_20,23,"Y Xu, M Gong, H Fu, D Tao, K Zhang… - … , Multiple Sclerosis …, 2019 - Springer",,
Blind MRI brain lesion inpainting using deep learning,https://link.springer.com/chapter/10.1007/978-3-030-59520-3_5,16,"JV Manjón, JE Romero, R Vivo-Hernando… - … and Synthesis in …, 2020 - Springer",hal.science,PDF
MR image-based attenuation correction of brain PET imaging: review of literature on machine learning approaches for segmentation,https://link.springer.com/article/10.1007/s10278-020-00361-x,24,"I Mecheter, L Alic, M Abbod, A Amira, J Ji - Journal of Digital Imaging, 2020 - Springer",springer.com,HTML
Some new tricks for deep glioma segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_28,3,"C Duncan, F Roxas, N Jani, J Maksimovic… - … , Multiple Sclerosis …, 2021 - Springer",,
Automated Detection of Multiple Sclerosis Lesions Using Texture-based Features and a Hybrid Classifier,https://cjns.gums.ac.ir/browse.php?a_id=303&slc_lang=en&sid=1&ftxt=1&html=1,1,"S Raiesdana - Caspian Journal of Neurological Sciences, 2020 - cjns.gums.ac.ir",gums.ac.ir,HTML
"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries: 8th International Workshop, BrainLes 2022, Held in Conjunction with MICCAI …",https://books.google.com/books?hl=en&lr=&id=weHLEAAAQBAJ&oi=fnd&pg=PR5&dq=multiple+sclerosis+segmentation+deep+learning&ots=7MB6TcEPj7&sig=IOAHKs46VPHv0qysojtaMh32C_U,3,"S Bakas, A Crimi, U Baid, S Malec, M Pytlarz, B Baheti… - 2023 - books.google.com",,
Holistic brain tumor screening and classification based on densenet and recurrent neural network,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_21,88,"Y Zhou, Z Li, H Zhu, C Chen, M Gao, K Xu… - … Glioma, Multiple Sclerosis …, 2019 - Springer",nsf.gov,PDF
HNF-Net for Brain Tumor Segmentation Using Multimodal MR Imaging: 2nd Place Solution to BraTS Challenge 2020 Segmentation Task,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_6,52,"H Jia, W Cai, H Huang, Y Xia - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",arxiv.org,PDF
MRI brain tumor segmentation using a 2D-3D U-Net ensemble,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_32,14,"J Marti Asenjo, A Martinez-Larraz Solís - … : Glioma, Multiple Sclerosis …, 2021 - Springer",,
Self-training for brain tumour segmentation with uncertainty estimation and biophysics-guided survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_46,5,"C Dai, S Wang, H Raynaud, Y Mo, E Angelini… - … , Multiple Sclerosis …, 2021 - Springer",,
Deep learning for automated elective lymph node level segmentation for head and neck cancer radiotherapy,https://www.mdpi.com/2072-6694/14/22/5501,8,"VIJ Strijbis, M Dahele, OJ Gurney-Champion, GJ Blom… - Cancers, 2022 - mdpi.com",mdpi.com,PDF
Patterns of regional brain volume loss in multiple sclerosis: a cluster analysis,https://link.springer.com/article/10.1007/s00415-019-09595-4,22,"J Fujimori, K Fujihara, R Ogawa, T Baba, M Wattjes… - Journal of …, 2020 - Springer",,
Model-driven decision making in multiple sclerosis research: existing works and latest trends,https://www.cell.com/patterns/pdf/S2666-3899(20)30162-8.pdf,6,"R Alshamrani, A Althbiti, Y Alshamrani, F Alkomah… - Patterns, 2020 - cell.com",cell.com,PDF
Automated detection and segmentation of sclerotic spinal lesions on body CTs using a deep convolutional neural network,https://link.springer.com/article/10.1007/s00256-021-03873-x,10,"CY Chang, C Buckless, KJ Yeh, M Torriani - Skeletal Radiology, 2022 - Springer",,
Multimodal brain image segmentation and analysis with neuromorphic attention-based learning,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_2,6,"WS Han, IS Han - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
Stroke lesion segmentation with 2D novel CNN pipeline and novel loss function,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_25,25,"P Liu - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Textural Classification of Multiple Sclerosis Lesions in Multimodal MRI Volumes,https://eprints.lincoln.ac.uk/id/eprint/47504/,,I Storey - 2019 - eprints.lincoln.ac.uk,lincoln.ac.uk,PDF
Three artificial intelligence data challenges based on CT and MRI,https://www.sciencedirect.com/science/article/pii/S2211568420300838,21,"N Lassau, I Bousaid, E Chouzenoux… - Diagnostic and …, 2020 - Elsevier",sciencedirect.com,HTML
A novel method based on deep learning for herniated lumbar disc segmentation,https://ieeexplore.ieee.org/abstract/document/9318261/,8,"W Mbarki, M Bouchouicha, S Frizzi… - 2020 4th …, 2020 - ieeexplore.ieee.org",,
Quantifying the Metabolic Signature of Multiple Sclerosis by in vivo Proton Magnetic Resonance Spectroscopy: Current Challenges and Future Outlook in the …,https://www.frontiersin.org/articles/10.3389/fneur.2019.01173/full,52,"KM Swanberg, K Landheer, D Pitt, C Juchem - Frontiers in Neurology, 2019 - frontiersin.org",frontiersin.org,HTML
Standardized assessment of automatic segmentation of white matter hyperintensities and results of the WMH segmentation challenge,https://ieeexplore.ieee.org/abstract/document/8669968/,247,"HJ Kuijf, JM Biesbroek, J De Bresser… - IEEE transactions on …, 2019 - ieeexplore.ieee.org",nih.gov,HTML
White-matter-nulled MPRAGE at 7T reveals thalamic lesions and atrophy of specific thalamic nuclei in multiple sclerosis,https://journals.sagepub.com/doi/abs/10.1177/1352458519828297,20,"V Planche, JH Su, S Mournet… - Multiple Sclerosis …, 2020 - journals.sagepub.com",nih.gov,HTML
A two-stage cascade model with variational autoencoders and attention gates for MRI brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_39,27,"C Lyu, H Shu - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",nih.gov,HTML
Learning dynamic convolutions for multi-modal 3D MRI brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_39,6,"Q Yang, Y Yuan - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
Distributed deep learning across multisite datasets for generalized CT hemorrhage segmentation,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.13880,29,"SW Remedios, S Roy, C Bermudez, MB Patel… - Medical …, 2020 - Wiley Online Library",wiley.com,PDF
A multiple sclerosis recognition via hu moment invariant and artificial neural network trained by particle swarm optimization,https://link.springer.com/chapter/10.1007/978-3-030-51103-6_22,7,"J Han, SM Hou - Multimedia Technology and Enhanced Learning …, 2020 - Springer",,
A review of deep-learning-based medical image segmentation methods,https://www.mdpi.com/2071-1050/13/3/1224,392,"X Liu, L Song, S Liu, Y Zhang - Sustainability, 2021 - mdpi.com",mdpi.com,PDF
Longitudinal automated assessment of paramagnetic rim lesions in multiple sclerosis using RimNet,https://dial.uclouvain.be/pr/boreal/object/boreal%3A245824/datastream/PDF_01/view,1,"M Wynen, F La Rosa, A Sellimi, G Barquero, G Perrotta… - ISMRM, 2021 - dial.uclouvain.be",uclouvain.be,PDF
Mutated Aquila Optimizer for assisting brain tumor segmentation,https://www.sciencedirect.com/science/article/pii/S1746809423005220,1,"C Jamazi, G Manita, A Chhabra, H Manita… - … Signal Processing and …, 2024 - Elsevier",,
Uncertainty-driven refinement of tumor-core segmentation using 3D-to-2D networks with label uncertainty,https://link.springer.com/chapter/10.1007/978-3-030-72084-1_36,25,"R McKinley, M Rebsamen, K Dätwyler, R Meier… - … , Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
Multiple sclerosis detection via 6-layer stochastic pooling convolutional neural network and multiple-way data augmentation,https://stemedicine.org/index.php/stem/article/view/101,5,"J Wang, D Lima - STEMedicine, 2021 - stemedicine.org",stemedicine.org,PDF
Application of the stochastic gradient method in the construction of the main components of PCA in the task diagnosis of multiple sclerosis in children,https://link.springer.com/chapter/10.1007/978-3-030-50423-6_3,16,"M Topolski - Computational Science–ICCS 2020: 20th International …, 2020 - Springer",nih.gov,HTML
Automated design of deep learning methods for biomedical image segmentation,https://arxiv.org/abs/1904.08128,234,"F Isensee, PF Jäger, SAA Kohl, J Petersen… - arXiv preprint arXiv …, 2019 - arxiv.org",arxiv.org,PDF
Deep learning in radiology: An overview of the concepts and a survey of the state of the art with focus on MRI,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.26534,471,"MA Mazurowski, M Buda, A Saha… - Journal of magnetic …, 2019 - Wiley Online Library",nih.gov,HTML
Planar 3D transfer learning for end to end unimodal MRI unbalanced data segmentation,https://ieeexplore.ieee.org/abstract/document/9412150/,4,"M Kolarik, R Burget… - 2020 25th …, 2021 - ieeexplore.ieee.org",arxiv.org,PDF
SemSegLoss: A python package of loss functions for semantic segmentation,https://www.sciencedirect.com/science/article/pii/S2665963821000269,8,"S Jadon - Software Impacts, 2021 - Elsevier",sciencedirect.com,HTML
Predicting disability progression in secondary progressive multiple sclerosis by machine learning: a comparison of common methods and analysis of data limitations,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/24/items/1.0379731,2,M Law - 2019 - open.library.ubc.ca,ubc.ca,PDF
A scoping review of the clinical application of machine learning in data-driven population segmentation analysis,https://academic.oup.com/jamia/article-abstract/30/9/1573/7208853,2,"P Liu, Z Wang, N Liu, MA Peres - Journal of the American …, 2023 - academic.oup.com",researchgate.net,PDF
Extended 2d volumetric consensus hippocampus segmentation,https://www.researchgate.net/profile/Leticia-Rittner/publication/331061823_Extended_2D_Consensus_Hippocampus_Segmentation/links/5c7806e192851c695047f44b/Extended-2D-Consensus-Hippocampus-Segmentation.pdf,6,"D Carmo, B Silva, C Yasuda, L Rittner… - arXiv preprint arXiv …, 2019 - researchgate.net",researchgate.net,PDF
A deep learning approach for brain tumor segmentation using convolution neural network,https://www.academia.edu/download/87504712/A-Deep-Learning-Approach-For-Brain-Tumor-Segmentation-Using-Convolution-Neural-Network.pdf,15,"S Sai Meghana, P Amulya, A Manisha… - International Journal of …, 2019 - academia.edu",academia.edu,PDF
Machine learning techniques for biomedical image segmentation: an overview of technical aspects and introduction to state‐of‐art applications,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.13649,207,"H Seo, M Badiei Khuzani, V Vasudevan… - Medical …, 2020 - Wiley Online Library",nih.gov,HTML
"Integrated extractor, generator and segmentor for ischemic stroke lesion segmentation",https://link.springer.com/chapter/10.1007/978-3-030-11723-8_31,10,"T Song, N Huang - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Ensemble of CNNs for segmentation of glioma sub-regions with survival prediction,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_4,9,"S Banerjee, HS Arora, S Mitra - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
Retinal boundary segmentation in stargardt disease optical coherence tomography images using automated deep learning,https://tvst.arvojournals.org/article.aspx?articleid=2770902,26,"J Kugelman, D Alonso-Caneiro, Y Chen… - … vision science & …, 2020 - tvst.arvojournals.org",arvojournals.org,HTML
Deep learning based retinal OCT segmentation,https://www.sciencedirect.com/science/article/pii/S0010482519303221,175,"M Pekala, N Joshi, TYA Liu, NM Bressler… - Computers in biology …, 2019 - Elsevier",arxiv.org,PDF
Oct segmentation via deep learning: A review of recent work,https://link.springer.com/chapter/10.1007/978-3-030-21074-8_27,12,"M Pekala, N Joshi, TYA Liu, NM Bressler… - Computer Vision–ACCV …, 2019 - Springer",,
Global planar convolutions for improved context aggregation in brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_35,19,"S Puch, I Sánchez, A Hernández, G Piella… - … , Multiple Sclerosis …, 2019 - Springer",arxiv.org,PDF
Rotation-equivariant deep learning for diffusion MRI,https://arxiv.org/abs/2102.06942,18,"P Müller, V Golkov, V Tomassini, D Cremers - arXiv preprint arXiv …, 2021 - arxiv.org",arxiv.org,PDF
Cascaded global context convolutional neural network for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_30,11,"D Guo, L Wang, T Song, G Wang - Brainlesion: Glioma, Multiple Sclerosis …, 2020 - Springer",,
Multiple sclerosis recognition via wavelet entropy and PSO-based neural network,https://www.preprints.org/manuscript/202310.0642,1,D Lima - 2023 - preprints.org,preprints.org,PDF
Triplanar ensemble of 3D-to-2D CNNs with label-uncertainty for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_36,72,"R McKinley, M Rebsamen, R Meier, R Wiest - … : Glioma, Multiple Sclerosis …, 2020 - Springer",,
Multiple sclerosis lesions in motor tracts from brain to cervical cord: spatial distribution and correlation with disability,https://academic.oup.com/brain/article-abstract/143/7/2089/5861019,41,"A Kerbrat, C Gros, A Badji, E Bannier, F Galassi… - Brain, 2020 - academic.oup.com",nih.gov,HTML
Deep learning for brain tumor segmentation: a survey of state-of-the-art,https://www.mdpi.com/2313-433X/7/2/19,105,"T Magadza, S Viriri - Journal of Imaging, 2021 - mdpi.com",mdpi.com,PDF
Assessment of outer retina and choroid using swept source optical coherence tomography and angiography in patients with multiple sclerosis,https://journals.lww.com/jneuro-ophthalmology/fulltext/9900/assessment_of_outer_retina_and_choroid_using_swept.450.aspx,2,"Y Gao, Y Liu, Y Zhang, Y Lang, H Xu… - Journal of Neuro …, 2022 - journals.lww.com",lww.com,HTML
A research on prediction of bat-borne disease infection through segmentation using diffusion-weighted MR imaging in deep-machine learning approach,https://www.sciencedirect.com/science/article/pii/S2214785321032697,1,"M Kannan, C Priya - Materials Today: Proceedings, 2023 - Elsevier",,
Processing speed and memory test performance are associated with different brain region volumes in Veterans and others with progressive multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fneur.2023.1188124/full,1,"RI Spain, A Hildebrand, CS Waslo, WD Rooney… - Frontiers in …, 2023 - frontiersin.org",frontiersin.org,HTML
Foundations of Lesion Detection Using Machine Learning in Clinical Neuroimaging,https://link.springer.com/chapter/10.1007/978-3-030-85292-4_21,2,"M Mannil, N Hainc, R Grkovski, S Winklhofer - Machine Learning in …, 2022 - Springer",researchgate.net,PDF
Deep-learning-based segmentation and localization of white matter hyperintensities on magnetic resonance images,https://link.springer.com/article/10.1007/s12539-020-00398-0,7,"W Jiang, F Lin, J Zhang, T Zhan, P Cao… - Interdisciplinary Sciences …, 2020 - Springer",,
Neuroimaging and deep learning for brain stroke detection-A review of recent advancements and future prospects,https://www.sciencedirect.com/science/article/pii/S0169260720315613,61,"R Karthik, R Menaka, A Johnson, S Anand - Computer Methods and …, 2020 - Elsevier",,
No new-net,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_21,498,"F Isensee, P Kickingereder, W Wick… - … , Multiple Sclerosis …, 2019 - Springer",arxiv.org,PDF
A systematic review of the applications of artificial intelligence and machine learning in autoimmune diseases,https://www.nature.com/articles/s41746-020-0229-3,156,"IS Stafford, M Kellermann, E Mossotto, RM Beattie… - NPJ digital …, 2020 - nature.com",nature.com,HTML
Dynamic changes of multiple sclerosis lesions on T2-FLAIR MRI using digital image processing,https://pdfs.semanticscholar.org/1e9c/39864ffd6cd9d9e97da39248c6b6b7d20b8a.pdf,2,"MAA Hamid, W Al-haidri, NA Khan… - International …, 2020 - pdfs.semanticscholar.org",semanticscholar.org,PDF
Evaluation of discrete orthogonal versus polar Stockwell Transform for local multi-resolution texture analysis using brain MRI of multiple sclerosis patients,https://www.sciencedirect.com/science/article/pii/S0730725X2030285X,4,"G Pridham, O Oladosu, Y Zhang - Magnetic Resonance Imaging, 2020 - Elsevier",,
The tumor mix-up in 3D unet for glioma segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_26,5,"P Yin, Y Hu, J Liu, J Duan, W Yang, K Cheng - … : Glioma, Multiple Sclerosis …, 2020 - Springer",,
An ensemble of 2D convolutional neural network for 3D brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_34,8,"K Pawar, Z Chen, N Jon Shah, GF Egan - … : Glioma, Multiple Sclerosis …, 2020 - Springer",researchgate.net,PDF
Combining good old random forest and DeepLabv3+ for ISLES 2018 CT-based stroke segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_34,6,"L Böhme, F Madesta, T Sentker, R Werner - … : Glioma, Multiple Sclerosis …, 2019 - Springer",,
Elucidating distinct clinico-radiologic signatures in the borderland between neuromyelitis optica and multiple sclerosis,https://link.springer.com/article/10.1007/s00415-021-10619-1,5,"M Juryńczyk, E Klimiec-Moskal, Y Kong, S Hurley… - Journal of …, 2022 - Springer",springer.com,HTML
Nonlesional sources of contrast enhancement on postgadolinium “Black-Blood” 3D T1-SPACE images in patients with multiple sclerosis,http://www.ajnr.org/content/43/6/872.abstract,2,"L Danieli, L Roccatagliata… - American Journal …, 2022 - Am Soc Neuroradiology",ajnr.org,PDF
"Deep learning‐regularized, single‐step quantitative susceptibility mapping quantification",https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/nbm.4849,,"Z Wang, HKF Mak, P Cao - NMR in Biomedicine, 2023 - Wiley Online Library",,
Gadolinium‐based contrast agent exposures and physical and cognitive disability in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/jon.13057,2,"K Nakamura, MP McGinley, SE Jones… - Journal of …, 2023 - Wiley Online Library",wiley.com,PDF
Early Stage Detection of Multiple Sclerosis using FCNN,https://ieeexplore.ieee.org/abstract/document/9791566/,1,"P Abhale, A Lashkare… - 2022 10th International …, 2022 - ieeexplore.ieee.org",,
Skip connection U-Net for white matter hyperintensities segmentation from MRI,https://ieeexplore.ieee.org/abstract/document/8877824/,53,"J Wu, Y Zhang, K Wang, X Tang - IEEE Access, 2019 - ieeexplore.ieee.org",ieee.org,PDF
Diagnosis of multiple sclerosis using graph-theoretic measures of cognitive-task-based functional connectivity networks,https://ieeexplore.ieee.org/abstract/document/9434426/,6,"SNM Ashtiani, H Behnam… - IEEE Transactions on …, 2021 - ieeexplore.ieee.org",,
Cortical thickness and serum NfL explain cognitive dysfunction in newly diagnosed patients with multiple sclerosis,https://www.neurology.org/doi/abs/10.1212/nxi.0000000000001074,28,"ÁJ Cruz-Gomez, L Forero, E Lozano-Soto… - Neurology …, 2021 - AAN Enterprises",neurology.org,HTML
Exploring in vivo multiple sclerosis brain microstructural damage through T1w/T2w ratio: a multicentre study,https://jnnp.bmj.com/content/93/7/741.abstract,11,"M Margoni, E Pagani, A Meani, L Storelli… - Journal of Neurology …, 2022 - jnnp.bmj.com",ucl.ac.uk,PDF
"Automatic segmentation of brain tumor from 3D MR images using SegNet, U-Net, and PSP-Net",https://link.springer.com/chapter/10.1007/978-3-030-46643-5_22,8,"YT Weng, HW Chan, TY Huang - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
Measurement of white matter fiber-bundle cross-section in multiple sclerosis using diffusion-weighted imaging,https://journals.sagepub.com/doi/abs/10.1177/1352458520938999,16,"L Storelli, E Pagani, P Preziosa… - Multiple Sclerosis …, 2021 - journals.sagepub.com",,
A radiology-focused review of predictive uncertainty for AI interpretability in computer-assisted segmentation,https://pubs.rsna.org/doi/abs/10.1148/ryai.2021210031,25,"B McCrindle, K Zukotynski, TE Doyle… - Radiology: Artificial …, 2021 - pubs.rsna.org",rsna.org,PDF
Volumetric adversarial training for ischemic stroke lesion segmentation,https://link.springer.com/chapter/10.1007/978-3-030-11723-8_35,5,"HY Yang - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Computational Imaging Biomarkers of Multiple Sclerosis,https://orbit.dtu.dk/files/257111773/Stefano_Cerri_thesis.pdf,,S Cerri - 2021 - orbit.dtu.dk,dtu.dk,PDF
A direct classification approach to recognize stress levels in virtual reality therapy for patients with multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/coin.12480,6,"K Rezaee, S Zolfaghari - Computational Intelligence, 2022 - Wiley Online Library",researchgate.net,PDF
Brain tumor segmentation using attention-based network in 3D MRI images,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_1,10,"X Xu, W Zhao, J Zhao - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
Automated assessment of paramagnetic rim lesions in multiple sclerosis patients with 3T and 7T MP2RAGE,https://cibm.ch/wp-content/uploads/abstract_3507-Francesco-La-Rosa.pdf,2,"F La Rosa, G Barquero, O Al-Louzi, B Maréchal… - Proceedings of the 2021 …, 2021 - cibm.ch",cibm.ch,PDF
An integrative classification model for multiple sclerosis lesion detection in multimodal MRI,https://www.intlpress.com/site/pub/pages/journals/items/sii/content/vols/0012/0002/a001/,3,"FZ Zhang, JP Wang, W Jiang - Statistics and its Interface, 2019 - intlpress.com",intlpress.com,PDF
MicroRNA expression classification for pediatric multiple sclerosis identification,https://link.springer.com/article/10.1007/s12652-021-03091-2,15,"G Casalino, G Castellano, A Consiglio… - Journal of Ambient …, 2023 - Springer",springer.com,HTML
Microstructure-weighted connectomics in multiple sclerosis,https://www.liebertpub.com/doi/abs/10.1089/brain.2021.0047,7,"S Bosticardo, S Schiavi, S Schaedelin, PJ Lu… - Brain …, 2022 - liebertpub.com",liebertpub.com,PDF
Neuromorphic neural network for multimodal brain image segmentation and overall survival analysis,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_16,6,"WS Han, IS Han - … : Glioma, Multiple Sclerosis, Stroke and Traumatic …, 2019 - Springer",,
Segmentation of gliomas and prediction of patient overall survival: a simple and fast procedure,https://link.springer.com/chapter/10.1007/978-3-030-11726-9_18,37,"E Puybareau, G Tochon, J Chazalon… - … Glioma, Multiple Sclerosis …, 2019 - Springer",epita.fr,PDF
3D automatic brain tumor segmentation using a multiscale input U-Net network,https://link.springer.com/chapter/10.1007/978-3-030-46643-5_11,9,"S Rosas González, T Birgui Sekou, M Hidane… - … , Multiple Sclerosis …, 2020 - Springer",,
Diagnosis of Multiple Sclerosis using Optical Coherence Tomography Supported by Explainable Artificial Intelligence,https://www.researchsquare.com/article/rs-3168667/latest,1,"E Garcia-Martin, F Dongil-Moreno, M Ortiz, O Ciubotaru… - 2023 - researchsquare.com",researchsquare.com,PDF
Cerberus: A multi-headed network for brain tumor segmentation,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_30,6,"L Daza, C Gómez, P Arbeláez - … , Multiple Sclerosis, Stroke and Traumatic …, 2021 - Springer",,
Multi-threshold attention u-net (mtau) based model for multimodal brain tumor segmentation in mri scans,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_15,20,"N Awasthi, R Pardasani, S Gupta - Brainlesion: Glioma, Multiple Sclerosis …, 2021 - Springer",arxiv.org,PDF
DeepQSMSeg: a deep learning-based sub-cortical nucleus segmentation tool for quantitative susceptibility mapping,https://ieeexplore.ieee.org/abstract/document/9630449/,4,"Y Guan, X Guan, J Xu, H Wei, X Xu… - 2021 43rd Annual …, 2021 - ieeexplore.ieee.org",,
Image segmentation using deep learning: A survey,https://ieeexplore.ieee.org/abstract/document/9356353/,2514,"S Minaee, Y Boykov, F Porikli, A Plaza… - … and machine …, 2021 - ieeexplore.ieee.org",arxiv.org,PDF
Corpus callosum axon diameter relates to cognitive impairment in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/acn3.760,42,"SY Huang, Q Fan, N Machado, A Eloyan… - Annals of clinical …, 2019 - Wiley Online Library",wiley.com,PDF
Embracing imperfect datasets: A review of deep learning solutions for medical image segmentation,https://www.sciencedirect.com/science/article/pii/S136184152030058X,665,"N Tajbakhsh, L Jeyaseelan, Q Li, JN Chiang, Z Wu… - Medical Image …, 2020 - Elsevier",arxiv.org,PDF
Fluid and white matter suppression: new sensitive 3 T magnetic resonance imaging contrasts for cortical lesion detection in multiple sclerosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10184808/,4,"J Müller, F La Rosa, J Beaumont, C Tsagkas… - Investigative …, 2022 - ncbi.nlm.nih.gov",nih.gov,HTML
Brain tumor segmentation using dense channels 2D U-Net and multiple feature extraction network,https://link.springer.com/chapter/10.1007/978-3-030-46640-4_26,20,"W Shi, E Pang, Q Wu, F Lin - … , Multiple Sclerosis, Stroke and Traumatic …, 2020 - Springer",,
A hybrid convolutional neural network based-method for brain tumor classification using mMRI and WSI,https://link.springer.com/chapter/10.1007/978-3-030-72087-2_43,6,"L Pei, WW Hsu, LA Chiang, JM Guo… - … , Multiple Sclerosis …, 2021 - Springer",,
Automatic segmentation of non-perfusion area from fluorescein angiography using deep learning with uncertainty estimation,https://www.sciencedirect.com/science/article/pii/S2352914822001988,3,"K Masayoshi, Y Katada, N Ozawa, M Ibuki… - Informatics in Medicine …, 2022 - Elsevier",sciencedirect.com,HTML
A survey of deep learning techniques for medical diagnosis,https://link.springer.com/chapter/10.1007/978-981-13-7166-0_16,35,"AM Hafiz, GM Bhat - Information and Communication Technology for …, 2020 - Springer",,
q-Space novelty detection with variational autoencoders,https://link.springer.com/chapter/10.1007/978-3-030-52893-5_10,28,"A Vasilev, V Golkov, M Meissner, I Lipp… - … Diffusion MRI: MICCAI …, 2020 - Springer",arxiv.org,PDF
